version	book	chapter	verse	clause_atom	is_shared	is_published	status	keywords	ntext
c	Genesis	41	6	4735	T		!	crossref	[Genesis 41:23 ~92%](Genesis 41:23)
c	Genesis	41	23	4796	T		!	crossref	[Genesis 41:6 ~92%](Genesis 41:6)
c	Genesis	42	13	4972	T		!	crossref	[Genesis 42:32 ~78%](Genesis 42:32)
c	Genesis	42	32	5064	T		!	crossref	[Genesis 42:13 ~78%](Genesis 42:13)
c	Genesis	43	5	5125	T		!	crossref	[Genesis 43:3 ~76%](Genesis 43:3) ; [44:26 ~75%](Genesis 44:26)
c	Genesis	44	26	5398	T		!	crossref	[Genesis 43:5 ~75%](Genesis 43:5)
c	Genesis	46	9	5588	T		!	crossref	[Chronica_I 5:3 ~80%](Chronica_I 5:3)
c	Chronica_I	5	3	376	T		!	crossref	[Genesis 46:9 ~80%](Genesis 46:9)
c	Genesis	46	10	5589	T		!	crossref	[Exodus 6:15 ~84%](Exodus 6:15)
c	Exodus	6	15	619	T		!	crossref	[Genesis 46:10 ~84%](Genesis 46:10)
c	Genesis	46	11	5590	T		!	crossref	[Numeri 3:17 ~76%](Numeri 3:17) . [Chronica_I 5:27 ~100%](Chronica_I 5:27) ; [6:1 ~94%](Chronica_I 6:1)
c	Chronica_I	5	27	429	T		!	crossref	[Genesis 46:11 ~100%](Genesis 46:11) . [Numeri 3:17 ~76%](Numeri 3:17) . [Chronica_I 6:1 ~94%](Chronica_I 6:1)
c	Genesis	46	17	5601	T		!	crossref	[Chronica_I 7:30 ~78%](Chronica_I 7:30)
c	Chronica_I	7	30	620	T		!	crossref	[Genesis 46:17 ~78%](Genesis 46:17)
c	Genesis	46	24	5615	T		!	crossref	[Chronica_I 7:13 ~85%](Chronica_I 7:13)
c	Chronica_I	7	13	574	T		!	crossref	[Genesis 46:24 ~85%](Genesis 46:24)
c	Genesis	49	30	6020	T		!	crossref	[Genesis 50:13 ~91%](Genesis 50:13)
c	Genesis	50	13	6082	T		!	crossref	[Genesis 49:30 ~91%](Genesis 49:30)
c	Genesis	50	25	6133	T		!	crossref	[Exodus 13:19 ~77%](Exodus 13:19)
c	Exodus	13	19	1485	T		!	crossref	[Genesis 50:25 ~77%](Genesis 50:25)
